Video ID,Video Title,Comment,Author,Likes,Published At
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,Me being poor and still watching,@crunchy_0750,18096,2024-01-31T14:53:10Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,One of the best tech reviews ive ever seen. i wasn&#39;t bored a bit and half and hour passed like it was 10 to 12 minute. great video as always,@TonyJacobs-ii3nh,234,2024-02-14T23:35:54Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,Once again I&#39;m watching a 40 minutes long vid about a product I&#39;ll never buy... and I enjoy every second of it,@GreenWin88,1784,2024-01-31T15:03:44Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,"Ngl, im not an apple fan BUT my mum has recently lost the use of 3 of her 4 limbs. The idea of her being able to navigate a computer with her usable hand is INCREDIBLE as she cant really text at the moment as she has very poor fine motor control but can pinch her fingers together! This could mean she can text her friends and navigate her apps and games etc far more! &lt;3 The accessibility- taking eye tracking to the public - the possibilities for disabled individuals is HUGE!",@Ellsbellls,2151,2024-02-04T08:45:06Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,Peak MKBHD is describing the real sensation of his finger and thumb making contact as ‘haptic feedback’ 😂😂,@zsht,6809,2024-01-31T19:28:45Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,"As a housebound disabled person,  it&#39;s worth it because you are able to be excited and passionate about the world around you,  even if you can&#39;t walk anymore",@beeonthyme5760,476,2024-04-06T11:34:04Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,Once agaiñ I&#39;m watching a 40 minute long video about a product I&#39;ll never buy...and I enjoyed every second of it.,@betterchapter,2021,2024-02-01T05:16:18Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,"<a href=""https://www.youtube.com/watch?v=dtp6b76pMak&amp;t=1581"">26:21</a> Dude looked like a long lost family member greeting him in the afterlife xD",@Chrizbent,2436,2024-02-03T01:15:02Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,"<a href=""https://www.youtube.com/watch?v=dtp6b76pMak&amp;t=1313"">21:53</a> being the world&#39;s biggest tech channel and using a windows wallpaper on a macbook pro surely is a power move",@fionawashere1086,1190,2024-01-31T18:47:24Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,"This is so cool, like it&#39;s absolutely not for me for so many reasons, but as someone that grew up with cassette players and CRT TVs, this is kind of mindblowing how far we&#39;ve come lol.",@Psoewish,67,2024-02-18T09:19:46Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,"<a href=""https://www.youtube.com/watch?v=dtp6b76pMak&amp;t=1393"">23:13</a> I LOVE the idea of someone sitting next to you on the plane, having no idea what a Vision Pro is, and just seeing you touching a trackpad and keyboard on a laptop that seemingly isn&#39;t on 😂. Absolute madman behaviour. Great video as always 👍",@whatevatheawesome,891,2024-01-31T16:11:30Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,"Talking about immersion, I started watching this video thinking I won’t be able to finish it; and it’s a rare thing to make a 40 min video feel this seamless. Literally didn’t realise when it got over. This has got to be one of the best tech videos uploaded by Marques, or anyone for that matter.",@chandraagarwal1886,614,2024-01-31T16:58:30Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,"<a href=""https://www.youtube.com/watch?v=dtp6b76pMak&amp;t=900"">15:00</a> &quot;If it&#39;s a URL you can say out loud&quot; lol my man already knows what people are gonna use this device for 😂😂😂",@jongottenbos532,1803,2024-01-31T15:43:49Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,"The fact that this is your second most viewed video of all time in the history of your channel (25 million within a four week time period at the time of posting this comment) says a lot about the popularity of this product. You’ve made a lot of brilliant videos in the many years you’ve been on this platform, and you gained 25 million views on this insanely fast, and it says a lot. Absolute insanity. Obviously the amount of views gained in this case is not just down to the popularity of the product, but it’s also down to the popularity of you. You’ve always made high-quality, informative, well produced and well edited videos. I love that your main goal is to inform customers of everything they need to know before making purchases or even after making purchases. You were a good egg. Keep up the hard work and I say that not just yourself Mark but to your entire team. Thank you for all you do.",@nickleewilliams,187,2024-03-01T08:55:57Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,"<a href=""https://www.youtube.com/watch?v=dtp6b76pMak&amp;t=275"">4:35</a> I think the small number of mAh is because the Vision Pro&#39;s battery runs at 12v whereas &quot;usual&quot; battery bank for your phone runs at 3.5v. That&#39;s why compared to Vision Pro battery, the Anker one at <a href=""https://www.youtube.com/watch?v=dtp6b76pMak&amp;t=285"">4:45</a> has 4x the mAh but only 20% larger Wh.",@PrayudiSatriyo,447,2024-01-31T15:06:17Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,"The level of immersion we got to experience on a 2D YouTube video about an AR product...Hats off to you and your team, Marques.",@AkashSamanta-pp1xt,521,2024-01-31T17:11:37Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,This man’s house/set is the environment in which Apple intends everyone to live and use their products.,@bronislawandrus,3304,2024-02-03T15:55:54Z
dtp6b76pMak,Using Apple Vision Pro: What It’s Actually Like!,Definitely one of the most in-depth an informative reviews I have ever seen on anything whatsoever.  You so very clearly relayed the experience and nature of the Vision Pro.  I had absolutely no idea what this gadget was about since I&#39;ve had very limited exposure to VR but now I get it.  Thank you for the amazing walk-through.,@markconroy9033,43,2024-02-13T05:20:31Z
KG6Nu72Avqg,This Product Shouldn't Exist,Whoever designed that must be forced to use it forever,@johnnylight0,11147,2024-04-13T10:28:53Z
KG6Nu72Avqg,This Product Shouldn't Exist,"Can’t wait for them to fix the flaws, call it Magic Mouse Pro and sell it separately at $200.",@hervull,9551,2023-08-27T06:43:19Z
KG6Nu72Avqg,This Product Shouldn't Exist,It has three fatal flaws:<br>It&#39;s expensive.,@friedec3622,29244,2023-04-20T21:25:40Z
KG6Nu72Avqg,This Product Shouldn't Exist,The entire team was on magic mushrooms when they were making it.,@j4rey989,327,2024-08-15T19:04:17Z
KG6Nu72Avqg,This Product Shouldn't Exist,&quot;Be different in stoopid way&quot;<br>-Apple,@dnitz9608,13048,2023-04-16T03:50:51Z
KG6Nu72Avqg,This Product Shouldn't Exist,"&quot;We make problems, and then sell you solutions&quot;<br>- Someone at Apple, probably.",@friend,8042,2023-07-16T15:54:40Z
KG6Nu72Avqg,This Product Shouldn't Exist,&quot;Create the problem and sell the solution&quot; - Someone out there,@MarcosLand,6982,2023-04-01T15:46:41Z
KG6Nu72Avqg,This Product Shouldn't Exist,The designer woke up and couldn&#39;t find her other slipper.,@galen1957,26,2024-11-08T01:35:56Z
KG6Nu72Avqg,This Product Shouldn't Exist,Never thought I’d see a slipper for the Magic Mouse!,@WAVY.Y,5303,2023-03-31T21:19:06Z
KG6Nu72Avqg,This Product Shouldn't Exist,&quot;You can only polish a pile of shit so much. It&#39;s still a pile of shit.&quot;,@spaceperson613,2914,2023-10-03T15:19:50Z
KG6Nu72Avqg,This Product Shouldn't Exist,The &quot;real flaw&quot; is that people continue to buy the flawed products!,@1MARAMAR,3948,2023-04-06T04:35:24Z
KG6Nu72Avqg,This Product Shouldn't Exist,Came at him like it was going three times the speed limit,@sleachen,6,2024-11-18T00:54:23Z
KG6Nu72Avqg,This Product Shouldn't Exist,&quot;We&#39;ll sell you a dogshit product and you&#39;ll still but it. &quot;- Apple,@justiron2999,7039,2023-05-29T04:29:10Z
KG6Nu72Avqg,This Product Shouldn't Exist,"&quot;if it ain&#39;t broke, break it&quot;<br>-Apple, probably",@bandawin18,1582,2023-05-30T22:45:33Z
KG6Nu72Avqg,This Product Shouldn't Exist,"At this point, it&#39;s the consumers that are clowns not the company",@rishujeetrai5780,4753,2023-10-26T21:36:30Z
KG6Nu72Avqg,This Product Shouldn't Exist,Sometimes I want to hug Marques. You can just feel his frustration. Can’t wait for you to make a let’s do it ourselves gadgets that are just what everyone needs.,@rn2511,1,2024-10-01T10:17:34Z
KG6Nu72Avqg,This Product Shouldn't Exist,I love how Apple subtracts things to make it &quot;better&quot; and creates an even worse problem. THEN charges you even more money for them to try to &quot;fix&quot; it.,@Tcwilliams07,2470,2023-04-10T00:46:11Z
KG6Nu72Avqg,This Product Shouldn't Exist,Gotta buy that &quot;optional&quot; $80 upgraded mouse,@Sneaky313,1964,2023-03-31T20:52:11Z
KG6Nu72Avqg,This Product Shouldn't Exist,"Apple: if it is broke, double down",@RYN988,1362,2024-04-20T23:41:37Z
KG6Nu72Avqg,This Product Shouldn't Exist,I’m with MKBHD on the conspiracy theory,@meatsaucez1516,1,2024-11-10T04:30:44Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,Fun fact: Nintendo made a Pokémon pedometer for a DS game and it ended up being one of the most accurate pedometers ever made lmao,@WaitWhatWho,106174,2024-01-19T23:49:15Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,"Google employee: &quot;Okay, he said just walked 1000 steps, but let&#39;s not scare him too much, tell him 998.&quot;",@xkrylo8002,30609,2024-05-02T02:28:52Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,Somebody had to do it,@mkbhd,18494,2024-01-19T23:46:37Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,"I wonder if the position of the watches influenced the results. Interestingly, the watches placed directly on the wrists achieved the best results, while those positioned further away were less accurate.",@mtejera,964,2024-08-27T11:04:13Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,I think the pixel was just listening to your step count 😂,@siddharthjali,45221,2024-01-21T04:59:57Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,The moment he said “1000 steps” the google AI listened to it and had already started working in the background.,@Pickachu_Melody,18419,2024-01-27T09:20:44Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,Now you have to move the watches to different arms and locations and repeat 3 more times.<br>A Fitbit would be a nice addition,@jameslastname9171,6052,2024-01-21T04:49:55Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,"Basically the watches don&#39;t measure your steps, it Counts the natural swaying of your hands back ans forth motion to determine how many steps you have taken. Check it out bybainply being stationary and then moving the watch back and forth it will show Counts of steps even when you aren&#39;t walking.",@samuelmathai4843,84,2024-08-26T02:32:47Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,I have a samsung Galaxy watch 6 and tried this. It gave me exactly 1000 steps,@Ani0ji_x,7172,2024-01-29T16:38:25Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,The two closest to his hands were the most accurate.,@jsac3939,8083,2024-01-19T23:52:36Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,The fact that he’s able to take 1000 steps around his office/warehouse complex without walking past the same thing twice is insane,@freddyjason3142,5929,2024-05-02T21:57:56Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,"I just bought the Apple Watch 10 Series. I woke up, only got out of bed, didnt moved at all, I was sitting on the side of the bed and already did 44 steps. That’s awesome!!!",@BogdanescuX,5,2025-03-25T04:14:56Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,Not them cheering like bro walked a thousand miles. 💀😅,@iAyoub151,8612,2024-06-16T19:22:22Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,Finally Marques finished his 2011&#39;s new year resolution. Walking a thousand steps. Congratssss wohoooo!!!,@Takuma_Sakazaki,3852,2024-01-19T23:56:20Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,"Interesting how depending on where the watch was on your wrist, they performed in two different groups. The lower watches were very close to 1k while the higher watches were 950 range",@ProLaxDog,4249,2024-04-28T16:49:33Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,"If y&#39;all wondering what the sick ass music was, its Pwr (Extended Version) - Ruzer",@GalluZ,3,2025-02-25T23:37:40Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,"The Galaxy Watch, being 3 generations old, is holding up surprisingly well.  The new Galaxy 7 will be unveiled in weeks so would be interesting to see if they&#39;ve made tweaks to make it even better..",@alex99398,824,2024-06-24T17:11:20Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,You can actually input your stride length on Garmin to get a more accurate reading.,@GhiKopera,224,2024-01-20T20:26:20Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,We should give some credit to the cameraman too,@micheeluzayisu3048,3072,2024-01-19T23:49:44Z
GQkkHtBD1BM,Taking 1000 Steps  In Every Smartwatch!,I like how you avoided pointing out that Apple was the worst of the watches...,@DanielSiemek,77,2024-07-19T04:25:31Z
